Entrepreneurship,Entrepreneurship_to_Family_Resource_Center,Family_Resource_Center,West,47,1.3
Family_Resource_Center,Entrepreneurship_to_Family_Resource_Center,Entrepreneurship,East,47,1.3
Lutgert_Hall,Lutgert_Hall_to_Family_Resource_Center,Family_Resource_Center,South,168,1.3
Family_Resource_Center,Lutgert_Hall_to_Family_Resource_Center,Lutgert_Hall,North,168,1.3
Holmes_Hall,Holmes_Hall_to_Family_Resource_Center,Family_Resource_Center,Southwest,140,1.3
Family_Resource_Center,Holmes_Hall_to_Family_Resource_Center,Holmes_Hall,Northeast,140,1.3
Family_Resource_Center,Family_Resource_Center_to_Campus_Support,Campus_Support,Southeast,111,1.4
Campus_Support,Family_Resource_Center_to_Campus_Support,Family_Resource_Center,Northwest,111,1.4
Veterans_Pavilion,Veterans_Pavilion_to_Library,Library,Southwest,97,1.3
Library,Veterans_Pavilion_to_Library,Veterans_Pavilion,Northeast,97,1.3
Career_Services,Career_Services_to_Veterans_Pavilion,Veterans_Pavilion,South,100,1.3
Veterans_Pavilion,Career_Services_to_Veterans_Pavilion,Career_Services,North,100,1.3
Library,Library_to_Howard_Hall,Howard_Hall,North,199,1.3
Howard_Hall,Library_to_Howard_Hall,Library,South,199,1.3
Palmetto_Hall,Palmetto_Hall_to_Biscayne_Hall,Biscayne_Hall,South,105,1.3
Biscayne_Hall,Palmetto_Hall_to_Biscayne_Hall,Palmetto_Hall,North,105,1.3
Palmetto_Hall,Palmetto_Hall_to_Everglades_Hall,Everglades_Hall,Southeast,142,0.9
Everglades_Hall,Palmetto_Hall_to_Everglades_Hall,Palmetto_Hall,Northwest,142,0.9
Palmetto_Hall,Palmetto_Hall_to_SoVi_Dinning,SoVi_Dinning,East,142,1.3
SoVi_Dinning,Palmetto_Hall_to_SoVi_Dinning,Palmetto_Hall,West,142,1.3
Everglades_Hall,Everglades_Hall_to_SoVi_Dinning,SoVi_Dinning,Northeast,72,0.9
SoVi_Dinning,Everglades_Hall_to_SoVi_Dinning,Everglades_Hall,Southwest,72,0.9
SoVi_Dinning,SoVi_Dinning_to_Eagle_Hall,Eagle_Hall,Northeast,77,0.9
Eagle_Hall,SoVi_Dinning_to_Eagle_Hall,SoVi_Dinning,Southwest,77,0.9
Eagle_Hall,Eagle_Hall_to_Recreation_Field_#2,Recreation_Field_#2,Southeast,172,1.3
Recreation_Field_#2,Eagle_Hall_to_Recreation_Field_#2,Eagle_Hall,West,172,1.3
Eagle_Hall,Eagle_Hall_to_Osprey_Hall,Osprey_Hall,South,66,0.9
Osprey_Hall,Eagle_Hall_to_Osprey_Hall,Eagle_Hall,North,66,0.9
SoVi_Dinning,SoVi_Dinning_to_Osprey_Hall,Osprey_Hall,East,113,0.9
Osprey_Hall,SoVi_Dinning_to_Osprey_Hall,SoVi_Dinning,West,113,0.9
Recreation_Field_#2,Recreation_Field_#2_to_Parking_Garage_B,Parking_Garage_B,South,94,1.3
Parking_Garage_B,Recreation_Field_#2_to_Parking_Garage_B,Recreation_Field_#2,North,94,1.3
Osprey_Hall,Osprey_Hall_to_Parking_Garage_B,Parking_Garage_B,Southeast,123,0.9
Parking_Garage_B,Osprey_Hall_to_Parking_Garage_B,Osprey_Hall,Northwest,123,0.9
Everglades_Hall,Everglades_Hall_to_Parking_Garage_B,Parking_Garage_B,East,198,1.3
Parking_Garage_B,Everglades_Hall_to_Parking_Garage_B,Everglades_Hall,West,198,1.3
Everglades_Hall,Everglades_Hall_to_Biscayne_Hall,Biscayne_Hall,Southwest,95,0.9
Biscayne_Hall,Everglades_Hall_to_Biscayne_Hall,Everglades_Hall,Northeast,95,0.9
Biscayne_Hall,Biscayne_Hall_to_Parking_Garage_B,Parking_Garage_B,East,280,1.4
Parking_Garage_B,Biscayne_Hall_to_Parking_Garage_B,Biscayne_Hall,West,280,1.4
Lutgert_Hall,Lutgert_Hall_to_Welcome_Center,Welcome_Center,West,374,1.4
Welcome_Center,Lutgert_Hall_to_Welcome_Center,Lutgert_Hall,East,374,1.4
Welcome_Center,Welcome_Center_to_Kleist_Health_Ed.,Kleist_Health_Ed.,South,249,1.4
Kleist_Health_Ed.,Welcome_Center_to_Kleist_Health_Ed.,Welcome_Center,North,249,1.4
Student_Union,Student_Union_to_North_Lake_Village,North_Lake_Village,Northeast,571,1.4
North_Lake_Village,Student_Union_to_North_Lake_Village,Student_Union,Southwest,571,1.4
Parking_Garage_1,Parking_Garage_1_to_North_Lake_Village,North_Lake_Village,Northwest,555,1.3
North_Lake_Village,Parking_Garage_1_to_North_Lake_Village,Parking_Garage_1,Southeast,555,1.3
North_Lake_Village,North_Lake_Village_to_Alico_Arena,Alico_Arena,East,503,1.3
Alico_Arena,North_Lake_Village_to_Alico_Arena,North_Lake_Village,West,503,1.3
Alico_Arena,Alico_Arena_to_Aquatics_Center,Aquatics_Center,South,175,1.3
Aquatics_Center,Alico_Arena_to_Aquatics_Center,Alico_Arena,North,175,1.3
Aquatics_Center,Aquatics_Center_to_North_Lake_Village,North_Lake_Village,West,534,1.3
North_Lake_Village,Aquatics_Center_to_North_Lake_Village,Aquatics_Center,Southeast,534,1.3
Recreation_Center,Recreation_Center_to_Biscayne_Hall,Biscayne_Hall,East,220,0.9
Biscayne_Hall,Recreation_Center_to_Biscayne_Hall,Recreation_Center,West,220,0.9
Biscayne_Hall,Biscayne_Hall_to_Parking_Garage_2,Parking_Garage_2,Northwest,545,1.4
Parking_Garage_2,Biscayne_Hall_to_Parking_Garage_2,Biscayne_Hall,Southeast,545,1.4
Osprey_Hall,Osprey_Hall_to_Recreation_Field_#2,Recreation_Field_#2,East,115,0.9
Recreation_Field_#2,Osprey_Hall_to_Recreation_Field_#2,Osprey_Hall,West,115,0.9
Palmetto_Hall,Palmetto_Hall_to_Eagle_Hall,Eagle_Hall,East,212,1.4
Eagle_Hall,Palmetto_Hall_to_Eagle_Hall,Palmetto_Hall,West,212,1.4
